Municipio Productor,Departamento,Recurso Natural,Nombre Del Proyecto,Año Produccion,Trimestre,Unidad Medida,Tipo Contraprestacion,Valor Contraprestacion ,Cantidad Producción
Medellin,Antioquia,ARCILLA,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,614258,0
Medellin,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,2036781,14381
Medellin,Antioquia,ARCILLAS FERRUGINOSAS,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,836927,16308
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,5763839,33348
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,5802546,32485
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,6665343,37293
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,493082,9608
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,13286424,93464
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,26500149,178841
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,1534948,10496
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,19108408,117208
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,21317426,126880
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,11618715,67958
Medellin,Antioquia,ARCILLAS MISCELANEAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,4097548,22964
Medellin,Antioquia,ARENAS,PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,3211420,16635
Medellin,Antioquia,ARENAS,PRODUCTORES,2018,Trimestre 2,METROS CUBICOS,REGALIA,4689112,24749
Medellin,Antioquia,ARENAS,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,5155682,24071
Medellin,Antioquia,ARENAS,PRODUCTORES,2018,Trimestre 3,METROS CUBICOS,REGALIA,6470642,51620
Medellin,Antioquia,ARENAS,PRODUCTORES,2020,Trimestre 3,METROS CUBICOS,REGALIA,5553614,25929
Medellin,Antioquia,ARENAS,PRODUCTORES,2015,Trimestre 4,METROS CUBICOS,REGALIA,4705592,24613
Medellin,Antioquia,ARENAS,PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,13221451,68761
Medellin,Antioquia,ARENAS,PRODUCTORES,2018,Trimestre 4,METROS CUBICOS,REGALIA,7240694,36639
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2012,Trimestre 1,METROS CUBICOS,REGALIA,997363,10077
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,1428743,14436
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,2504584,24613
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2016,Trimestre 1,METROS CUBICOS,REGALIA,171111,895
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,1376957,13913
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2014,Trimestre 2,METROS CUBICOS,REGALIA,1198872,11781
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 3,METROS CUBICOS,REGALIA,2613617,26408
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,3622609,35600
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2012,Trimestre 4,METROS CUBICOS,REGALIA,496508,5017
Medellin,Antioquia,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,1956070,19764
Medellin,Antioquia,ARENA DE RIO,PRODUCTORES,2012,Trimestre 1,METROS CUBICOS,REGALIA,271644,3775
Medellin,Antioquia,ARENA DE RIO,PRODUCTORES,2012,Trimestre 4,METROS CUBICOS,REGALIA,278007,3864
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2012,Trimestre 1,METROS CUBICOS,REGALIA,1747385,15401
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,2238208,19727
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,2999833,25714
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,2625052,23136
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2014,Trimestre 2,METROS CUBICOS,REGALIA,1900926,16295
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 3,METROS CUBICOS,REGALIA,3406692,30025
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,4943518,42376
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2012,Trimestre 4,METROS CUBICOS,REGALIA,1099183,9688
Medellin,Antioquia,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,2608387,22989
Medellin,Antioquia,RECEBO,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,445890,6262
Medellin,Antioquia,RECEBO,PRODUCTORES,2014,Trimestre 1,METROS CUBICOS,REGALIA,473947,6476
Medellin,Antioquia,RECEBO,PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,900823,10688
Medellin,Antioquia,RECEBO,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,1000830,14057
Medellin,Antioquia,RECEBO,PRODUCTORES,2014,Trimestre 2,METROS CUBICOS,REGALIA,1450872,19818
Medellin,Antioquia,RECEBO,PRODUCTORES,2018,Trimestre 2,METROS CUBICOS,REGALIA,1024917,11878
Medellin,Antioquia,RECEBO,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,130595,1397
Medellin,Antioquia,RECEBO,PRODUCTORES,2013,Trimestre 3,METROS CUBICOS,REGALIA,739364,10384
Medellin,Antioquia,RECEBO,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,2459697,33598
Medellin,Antioquia,RECEBO,PRODUCTORES,2018,Trimestre 3,METROS CUBICOS,REGALIA,223761,3673
Medellin,Antioquia,RECEBO,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,2367333,33129
Medellin,Antioquia,RECEBO,PRODUCTORES,2015,Trimestre 4,METROS CUBICOS,REGALIA,9696585,128108
Medellin,Antioquia,RECEBO,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,19423347,326364
Medellin,Antioquia,RECEBO,PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,24791294,294481
Medellin,Antioquia,RECEBO,PRODUCTORES,2018,Trimestre 4,METROS CUBICOS,REGALIA,17356037,202422
Medellin,Antioquia,GRAVAS,PRODUCTORES,2017,Trimestre 1,METROS CUBICOS,REGALIA,5593774,31075
Medellin,Antioquia,GRAVAS,PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,3004740,16555
Medellin,Antioquia,GRAVAS,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,4603334,25573
Medellin,Antioquia,GRAVAS,PRODUCTORES,2018,Trimestre 2,METROS CUBICOS,REGALIA,3612385,19442
Medellin,Antioquia,GRAVAS,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,3044125,15117
Medellin,Antioquia,GRAVAS,PRODUCTORES,2017,Trimestre 3,METROS CUBICOS,REGALIA,4313316,23765
Medellin,Antioquia,GRAVAS,PRODUCTORES,2018,Trimestre 3,METROS CUBICOS,REGALIA,5255838,51526
Medellin,Antioquia,GRAVAS,PRODUCTORES,2020,Trimestre 3,METROS CUBICOS,REGALIA,6270249,31137
Medellin,Antioquia,GRAVAS,PRODUCTORES,2012,Trimestre 4,METROS CUBICOS,REGALIA,5181400,80463
Medellin,Antioquia,GRAVAS,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,5443554,113543
Medellin,Antioquia,GRAVAS,PRODUCTORES,2014,Trimestre 4,METROS CUBICOS,REGALIA,4491117,96254
Medellin,Antioquia,GRAVAS,PRODUCTORES,2015,Trimestre 4,METROS CUBICOS,REGALIA,32952958,377913
Medellin,Antioquia,GRAVAS,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,8079457,112210
Medellin,Antioquia,GRAVAS,PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,46119106,384989
Medellin,Antioquia,GRAVAS,PRODUCTORES,2018,Trimestre 4,METROS CUBICOS,REGALIA,21082521,114139
Medellin,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,54337944,16517
Medellin,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,61057047,19375
Medellin,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,78266238,24477
Medellin,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,179431,2972
Medellin,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,216835,3710
Medellin,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,1258,20
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,11784317,92644
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,2783489,52003
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,4020379,57132
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,1416246,19435
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,3659452,52003
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,4845412,2496
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,5732763,81466
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,11211408,88140
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,34920433,273841
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,46245378,353617
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,60328590,426007
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,32477757,368212
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,23522603,342919
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,4656453,66171
Abejorral,Antioquia,CALIZAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,5163862,70863
Abejorral,Antioquia,MARMOL,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,219099,1541
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,2422776,17110
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,2423289,17110
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,1772752,10620
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,2505456,17110
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,1835851,10620
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,1717480,10620
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,1835851,10620
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,6446232,46800
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,5216232,36830
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,2644567,18060
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,5152440,31860
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,6912667,42480
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,7049985,42480
Abejorral,Antioquia,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,1835851,10620
Abejorral,Antioquia,RECEBO,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,186687,2550
Abejorral,Antioquia,ORO,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,603237,193
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 1,GRAMOS,REGALIA,792963,222
Abejorral,Antioquia,ORO,PRODUCTORES,2014,Trimestre 1,GRAMOS,REGALIA,580478,231
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 1,GRAMOS,REGALIA,4441859,1199
Abejorral,Antioquia,ORO,PRODUCTORES,2017,Trimestre 1,GRAMOS,REGALIA,840290,233
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 1,GRAMOS,REGALIA,4712723,1155
Abejorral,Antioquia,ORO,PRODUCTORES,2020,Trimestre 1,GRAMOS,REGALIA,133820,25
Abejorral,Antioquia,ORO,PRODUCTORES,2015,Trimestre 2,GRAMOS,REGALIA,7198211,2295
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 2,GRAMOS,REGALIA,824385,205
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 2,GRAMOS,REGALIA,488023,127
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 2,GRAMOS,REGALIA,3787105,976
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 3,GRAMOS,REGALIA,1704468,434
Abejorral,Antioquia,ORO,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,2719465,1080
Abejorral,Antioquia,ORO,PRODUCTORES,2015,Trimestre 3,GRAMOS,REGALIA,5187657,1633
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 3,GRAMOS,REGALIA,794043,198
Abejorral,Antioquia,ORO,PRODUCTORES,2012,Trimestre 3,GRAMOS,REGALIA,1701014,563
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 3,GRAMOS,REGALIA,1614236,395
Abejorral,Antioquia,ORO,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,506359,156
Abejorral,Antioquia,ORO,PRODUCTORES,2015,Trimestre 4,GRAMOS,REGALIA,9259777,2605
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 4,GRAMOS,REGALIA,2641046,663
Abejorral,Antioquia,ORO,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,1358938,532
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 4,GRAMOS,REGALIA,2389984,606
Abejorral,Antioquia,ORO,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,1233199,378
Abejorral,Antioquia,ORO,PRODUCTORES,2015,Trimestre 4,GRAMOS,REGALIA,424326,127
Abejorral,Antioquia,ORO,PRODUCTORES,2016,Trimestre 4,GRAMOS,REGALIA,905675,229
Abejorral,Antioquia,PLATA,PRODUCTORES,2020,Trimestre 1,GRAMOS,REGALIA,156,3
Abejorral,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,15975,420
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,493047,150
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,425712,137
Abriaqui,Antioquia,ORO,PRODUCTORES,2014,Trimestre 1,GRAMOS,REGALIA,1231281,505
Abriaqui,Antioquia,ORO,PRODUCTORES,2018,Trimestre 1,GRAMOS,REGALIA,14609831,3757
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,624658,198
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,793626,261
Abriaqui,Antioquia,ORO,PRODUCTORES,2014,Trimestre 1,GRAMOS,REGALIA,394070,157
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,1129812,353
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,2079447,693
Abriaqui,Antioquia,ORO,PRODUCTORES,2014,Trimestre 1,GRAMOS,REGALIA,487241,178
Abriaqui,Antioquia,ORO,PRODUCTORES,2018,Trimestre 1,GRAMOS,REGALIA,10855451,2771
Abriaqui,Antioquia,ORO,PRODUCTORES,2020,Trimestre 1,GRAMOS,REGALIA,18310150,3378
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 2,GRAMOS,REGALIA,218400,72
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,1082889,365
Abriaqui,Antioquia,ORO,PRODUCTORES,2014,Trimestre 2,GRAMOS,REGALIA,537064,193
Abriaqui,Antioquia,ORO,PRODUCTORES,2018,Trimestre 2,GRAMOS,REGALIA,18330248,4721
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,865505,310
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 2,GRAMOS,REGALIA,44026,15
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,2923702,1088
Abriaqui,Antioquia,ORO,PRODUCTORES,2014,Trimestre 2,GRAMOS,REGALIA,344351,133
Abriaqui,Antioquia,ORO,PRODUCTORES,2015,Trimestre 2,GRAMOS,REGALIA,9186757,3181
Abriaqui,Antioquia,ORO,PRODUCTORES,2019,Trimestre 2,GRAMOS,REGALIA,20733499,5168
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,1389478,527
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 3,GRAMOS,REGALIA,1874119,641
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,1347696,535
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 3,GRAMOS,REGALIA,2933768,971
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,730147,277
Abriaqui,Antioquia,ORO,PRODUCTORES,2020,Trimestre 3,GRAMOS,REGALIA,80993873,11674
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,2265055,700
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,1444340,542
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,486836,150
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,3981493,1559
Abriaqui,Antioquia,ORO,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,1138419,353
Abriaqui,Antioquia,ORO,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,5394102,2138
Abriaqui,Antioquia,ORO,PRODUCTORES,2017,Trimestre 4,GRAMOS,REGALIA,6191781,1557
Abriaqui,Antioquia,ORO,PRODUCTORES,2019,Trimestre 4,GRAMOS,REGALIA,5887412,1129
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,1934,33
Abriaqui,Antioquia,PLATA,PRODUCTORES,2014,Trimestre 1,GRAMOS,REGALIA,2890,75
Abriaqui,Antioquia,PLATA,PRODUCTORES,2018,Trimestre 1,GRAMOS,REGALIA,17686,352
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,423,7
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,2221,39
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 1,GRAMOS,REGALIA,276,4
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 1,GRAMOS,REGALIA,7194,129
Abriaqui,Antioquia,PLATA,PRODUCTORES,2018,Trimestre 1,GRAMOS,REGALIA,15900,323
Abriaqui,Antioquia,PLATA,PRODUCTORES,2020,Trimestre 1,GRAMOS,REGALIA,67520,1097
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,2385,44
Abriaqui,Antioquia,PLATA,PRODUCTORES,2014,Trimestre 2,GRAMOS,REGALIA,1840,42
Abriaqui,Antioquia,PLATA,PRODUCTORES,2018,Trimestre 2,GRAMOS,REGALIA,26204,547
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,2920,61
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 2,GRAMOS,REGALIA,109,2
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,9989,229
Abriaqui,Antioquia,PLATA,PRODUCTORES,2014,Trimestre 2,GRAMOS,REGALIA,2691,69
Abriaqui,Antioquia,PLATA,PRODUCTORES,2019,Trimestre 2,GRAMOS,REGALIA,8856,180
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,3946,96
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,4469,118
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 3,GRAMOS,REGALIA,1839,43
Abriaqui,Antioquia,PLATA,PRODUCTORES,2020,Trimestre 3,GRAMOS,REGALIA,288326,3998
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,527,8
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,4793,108
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,1996,32
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,17730,420
Abriaqui,Antioquia,PLATA,PRODUCTORES,2012,Trimestre 4,GRAMOS,REGALIA,1695,28
Abriaqui,Antioquia,PLATA,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,17761,428
Abriaqui,Antioquia,PLATA,PRODUCTORES,2017,Trimestre 4,GRAMOS,REGALIA,9100,172
Abriaqui,Antioquia,PLATA,PRODUCTORES,2019,Trimestre 4,GRAMOS,REGALIA,20362,331
Alejandria,Antioquia,ORO,PRODUCTORES,2013,Trimestre 2,GRAMOS,REGALIA,9316587,3467
Alejandria,Antioquia,ORO,PRODUCTORES,2013,Trimestre 4,GRAMOS,REGALIA,2629202,1042
Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,29113583,4069
Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,122838878,23309
Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,119808689,28008
Amaga,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,165165382,42968
Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,73748476,17773
Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,52793044,11579
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,9469174,1912
Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,36262631,6709
Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,80173667,11205
Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,31725709,270
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,10908672,2214
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,19945351,4064
Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,92134610,17071
Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,68250531,17635
Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,85669028,19405
Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,97375048,20930
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,17777014,3622
Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,87337440,15880
Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,50642376,6085
Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,26208444,3657
Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,17870799,3165
Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,134329659,176936
Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,110483013,30657
Amaga,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,225318131,55973
Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,126310135,30961
Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,139879407,28601
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,15159278,3004
Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,50063364,8866
Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,56745568,6412
Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,16869373,2461
Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,5979494,1185
Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,63707523,6959
