Municipio Productor,Departamento,Recurso Natural,Nombre Del Proyecto,Año Produccion,Trimestre,Unidad Medida,Tipo Contraprestacion,Valor Contraprestacion ,Cantidad Producción
Duitama,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,8978118,127584
Duitama,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,6838155,93839
Duitama,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,22333317,175576
Duitama,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,30408170,210846
Duitama,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,6683320,98036
Duitama,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,7092682,103181
Duitama,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,8170177,116110
Duitama,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,10199285,139964
Duitama,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,1230442,16134
Duitama,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,13711009,107791
Duitama,Boyaca,CALIZAS,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,19223828,146994
Duitama,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,25612100,177590
Duitama,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,3657265,53648
Duitama,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,9410609,136902
Duitama,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,10042372,142708
Duitama,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,10575454,145126
Duitama,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,10204842,133809
Duitama,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,34219129,269063
Duitama,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,14241447,111961
Duitama,Boyaca,CALIZAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,56350590,430904
Duitama,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,25621354,177655
Duitama,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,4999942,73193
Duitama,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,8112309,118014
Duitama,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,9202485,130773
Duitama,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,5740414,78775
Duitama,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,13528,190
Duitama,Boyaca,RECEBO,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,86972,1188
Duitama,Boyaca,RECEBO,PRODUCTORES,2017,Trimestre 1,METROS CUBICOS,REGALIA,287429,3438
Duitama,Boyaca,RECEBO,PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,13806,165
Duitama,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 1,METROS CUBICOS,REGALIA,318096,3679
Duitama,Boyaca,RECEBO,PRODUCTORES,2020,Trimestre 1,METROS CUBICOS,REGALIA,126883,1420
Duitama,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,14596,205
Duitama,Boyaca,RECEBO,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,424703,5040
Duitama,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 2,METROS CUBICOS,REGALIA,537514,6003
Duitama,Boyaca,RECEBO,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,134247,1440
Duitama,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 3,METROS CUBICOS,REGALIA,13101,184
Duitama,Boyaca,RECEBO,PRODUCTORES,2015,Trimestre 3,METROS CUBICOS,REGALIA,353200,4824
Duitama,Boyaca,RECEBO,PRODUCTORES,2016,Trimestre 3,METROS CUBICOS,REGALIA,376171,4500
Duitama,Boyaca,RECEBO,PRODUCTORES,2018,Trimestre 3,METROS CUBICOS,REGALIA,257902,2989
Duitama,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 3,METROS CUBICOS,REGALIA,712502,7966
Duitama,Boyaca,RECEBO,PRODUCTORES,2020,Trimestre 3,METROS CUBICOS,REGALIA,245625,2639
Duitama,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,203454,2854
Duitama,Boyaca,RECEBO,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,631881,7976
Duitama,Boyaca,RECEBO,PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,460065,5450
Duitama,Boyaca,RECEBO,PRODUCTORES,2018,Trimestre 4,METROS CUBICOS,REGALIA,720245,8464
Duitama,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 4,METROS CUBICOS,REGALIA,818740,9363
El Espino,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,743740,100
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,254400,2000
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,29613243,773163
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,14616223,111741
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 1,TONELADAS,COMPENSACION,980850,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,19984499,133865
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 1,TONELADAS,COMPENSACION,20136977,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,11667114,171113
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 1,TONELADAS,COMPENSACION,11932111,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,6370469,83019
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 1,TONELADAS,COMPENSACION,4995343,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,6856524,85924
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,COMPENSACION,2703640,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,11202836,144720
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 1,TONELADAS,COMPENSACION,8315578,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,190801,1500
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,4714752,37066
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,1688934,11708
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 2,TONELADAS,COMPENSACION,10988137,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,7885526,115671
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 2,TONELADAS,COMPENSACION,3965059,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,10320058,139551
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 2,TONELADAS,COMPENSACION,8758957,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,8034510,102485
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 2,TONELADAS,COMPENSACION,6558809,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,6926956,112602
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,COMPENSACION,2363723,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,4728157,54620
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 2,TONELADAS,COMPENSACION,2342016,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,5107815,40156
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,4147711,32608
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,2335751,16083
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 3,TONELADAS,COMPENSACION,26257715,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,6703297,98317
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,7455539,99364
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 3,TONELADAS,COMPENSACION,6367464,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,8249770,107013
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 3,TONELADAS,COMPENSACION,4743047,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,1747508,23981
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 3,TONELADAS,COMPENSACION,1759480,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,2166750,15335
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2020,Trimestre 3,TONELADAS,COMPENSACION,963832,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,1138696,3600
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,9643829,74013
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2012,Trimestre 4,TONELADAS,COMPENSACION,30042119,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,16400007,127592
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,COMPENSACION,21199195,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,47335649,360454
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,COMPENSACION,43948814,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,60823629,435653
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,COMPENSACION,69009959,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,19876159,244395
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,COMPENSACION,24114645,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,7523396,95652
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,COMPENSACION,9459449,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,11097936,143396
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,COMPENSACION,9248487,0
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,14275980,183711
Firavitoba,Boyaca,CALIZAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,COMPENSACION,8552407,0
Firavitoba,Boyaca,MARMOL,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,107792,200
Firavitoba,Boyaca,MARMOL,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,431200,800
Firavitoba,Boyaca,MARMOL,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,665150,1200
Firavitoba,Boyaca,MARMOL,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,2183425,300
Firavitoba,Boyaca,MARMOL,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,25685,0
Firavitoba,Boyaca,MARMOL (BLOQUE MENOR A 1 M3),PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,129215,100
Firavitoba,Boyaca,MARMOL (BLOQUE MENOR A 1 M3),PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,1081541,864
Firavitoba,Boyaca,MARMOL (BLOQUE MENOR A 1 M3),PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,693789,538
Firavitoba,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,8224,43
Firavitoba,Boyaca,RECEBO,PRODUCTORES,2015,Trimestre 4,METROS CUBICOS,REGALIA,360679,3370
Firavitoba,Boyaca,MARMOL EN RAJÓN (RETAL DE MÁRMOL),PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,8763,0
Floresta,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,1310355,326
Floresta,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,1323573,336
Gachantiva,Boyaca,CALIZAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,69960,550
Gachantiva,Boyaca,CALIZAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,104624,800
Gachantiva,Boyaca,ARCILLA,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,555400,3434
Gachantiva,Boyaca,ARCILLA,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,2220,0
Gachantiva,Boyaca,ARCILLA,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,253,0
Gachantiva,Boyaca,ARCILLA,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,1000,0
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,536600,3774
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,245587,1734
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,1020123,6256
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,356107,2060
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,440812,2550
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,729889,5270
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,323503,1938
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,358527,1721
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,414310,2482
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,563123,3258
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,486314,2688
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,1138009,8262
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,2176166,15368
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,1613099,11016
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,1750744,11118
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,1319074,8126
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,647005,3876
Gachantiva,Boyaca,ARCILLAS CERAMICAS,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,229223,1326
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,5714360,1057
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,30557904,4271
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,760225,106
Gameza,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,24336386,4618
Gameza,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,26729455,6648
Gameza,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,44587311,11798
Gameza,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,99334139,23952
Gameza,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,63621721,13754
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,75720267,15284
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,114733510,14949
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,211511117,21180
Gameza,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,97621386,12123
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,29028379,5912
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,17129231,2058
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,26000753,5298
Gameza,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,54489680,10096
Gameza,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,22122410,5858
Gameza,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 2,TONELADAS,REGALIA,540509,92
Gameza,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,111489647,25355
Gameza,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,92717343,19969
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,129072512,26293
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,119092406,15257
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,40798092,4902
Gameza,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,39928362,5572
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,88527779,12749
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,22624714,4007
Gameza,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,27804497,6963
Gameza,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,71990799,19252
Gameza,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,137625504,34205
Gameza,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,84578374,20513
Gameza,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,168944342,34654
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,35910843,7115
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,22074361,3909
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,63325119,5944
Gameza,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,84225953,11177
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,7526474,1492
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,2105866,346
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,21632571,4288
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,122776103,13411
Gameza,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,42749343,10783
Gameza,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,34241719,9078
Gameza,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,68484554,17357
Gameza,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,89188428,20903
Gameza,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,111061600,22398
Gameza,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,217433579,29765
Gameza,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,255292898,25243
Gameza,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,32152617,3682
Gameza,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 1,METROS CUBICOS,REGALIA,386365,2018
Gameza,Boyaca,ARENAS,PRODUCTORES,2018,Trimestre 1,METROS CUBICOS,REGALIA,154439,800
Gameza,Boyaca,ARENAS,PRODUCTORES,2019,Trimestre 1,METROS CUBICOS,REGALIA,421727,2134
Gameza,Boyaca,ARENAS,PRODUCTORES,2020,Trimestre 1,METROS CUBICOS,REGALIA,235354,1150
Gameza,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,387640,2008
Gameza,Boyaca,ARENAS,PRODUCTORES,2018,Trimestre 2,METROS CUBICOS,REGALIA,177049,900
Gameza,Boyaca,ARENAS,PRODUCTORES,2019,Trimestre 2,METROS CUBICOS,REGALIA,454335,2220
Gameza,Boyaca,ARENAS,PRODUCTORES,2016,Trimestre 3,METROS CUBICOS,REGALIA,395363,2065
Gameza,Boyaca,ARENAS,PRODUCTORES,2019,Trimestre 3,METROS CUBICOS,REGALIA,459312,2210
Gameza,Boyaca,ARENAS,PRODUCTORES,2020,Trimestre 3,METROS CUBICOS,REGALIA,262353,1225
Gameza,Boyaca,ARENAS,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,386910,2010
Gameza,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 4,METROS CUBICOS,REGALIA,119974,613
Gameza,Boyaca,ARENAS,PRODUCTORES,2018,Trimestre 4,METROS CUBICOS,REGALIA,1224118,6204
Gameza,Boyaca,ARENAS,PRODUCTORES,2019,Trimestre 4,METROS CUBICOS,REGALIA,276285,1350
Gameza,Boyaca,ARENA DE CANTERA,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,111001,1122
Gameza,Boyaca,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 3,METROS CUBICOS,REGALIA,40598,410
Gameza,Boyaca,ARENA DE CANTERA,PRODUCTORES,2013,Trimestre 4,METROS CUBICOS,REGALIA,50498,510
Gameza,Boyaca,ARENA DE CANTERA,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,272500,1425
Garagoa,Boyaca,MARMOL,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,7119,100
Garagoa,Boyaca,ARENAS SILICEAS,PRODUCTORES,2016,Trimestre 1,METROS CUBICOS,REGALIA,54000,320
Garagoa,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 1,METROS CUBICOS,REGALIA,10722,56
Garagoa,Boyaca,ARENAS,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,13320,69
Garagoa,Boyaca,ARENAS,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,45408,212
Garagoa,Boyaca,ARENAS,PRODUCTORES,2016,Trimestre 3,METROS CUBICOS,REGALIA,7658,40
Garagoa,Boyaca,ARENAS,PRODUCTORES,2016,Trimestre 4,METROS CUBICOS,REGALIA,16274,85
Garagoa,Boyaca,ARENAS,PRODUCTORES,2019,Trimestre 4,METROS CUBICOS,REGALIA,258384,1263
Garagoa,Boyaca,ARENA DE CANTERA,PRODUCTORES,2014,Trimestre 4,METROS CUBICOS,REGALIA,55064,472
Garagoa,Boyaca,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,15885,140
Garagoa,Boyaca,GRAVA DE CANTERA,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,8397,72
Garagoa,Boyaca,GRAVA DE CANTERA,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,13502,119
Garagoa,Boyaca,GRAVA DE CANTERA,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,5363,46
Garagoa,Boyaca,GRAVA DE CANTERA,PRODUCTORES,2015,Trimestre 4,METROS CUBICOS,REGALIA,213416,1256
Garagoa,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 1,METROS CUBICOS,REGALIA,29904,420
Garagoa,Boyaca,RECEBO,PRODUCTORES,2015,Trimestre 1,METROS CUBICOS,REGALIA,22671,309
Garagoa,Boyaca,RECEBO,PRODUCTORES,2017,Trimestre 1,METROS CUBICOS,REGALIA,520873,6231
Garagoa,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 1,METROS CUBICOS,REGALIA,26220,280
Garagoa,Boyaca,RECEBO,PRODUCTORES,2020,Trimestre 1,METROS CUBICOS,REGALIA,21480,218
Garagoa,Boyaca,RECEBO,PRODUCTORES,2013,Trimestre 2,METROS CUBICOS,REGALIA,67212,944
Garagoa,Boyaca,RECEBO,PRODUCTORES,2017,Trimestre 2,METROS CUBICOS,REGALIA,341282,4049
Garagoa,Boyaca,RECEBO,PRODUCTORES,2018,Trimestre 2,METROS CUBICOS,REGALIA,58501,678
Garagoa,Boyaca,RECEBO,PRODUCTORES,2019,Trimestre 2,METROS CUBICOS,REGALIA,215080,2380
Garagoa,Boyaca,RECEBO,PRODUCTORES,2020,Trimestre 2,METROS CUBICOS,REGALIA,154186,1647
Garagoa,Boyaca,RECEBO,PRODUCTORES,2014,Trimestre 3,METROS CUBICOS,REGALIA,355506,4856
